id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,parcelOrAddress,city,fairMarketValueScheduleB,fairMarketValueScheduleBAsRange,dateAcquired,dateDisposed,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,natureOfInterest,natureOfInterest_LeaseYearsRemaining,natureOfInterest_OtherDescription,loan_nameOfLender,loan_address,loan_city,loan_state,loan_zip,loan_businessActivity,loan_highestBalance,loan_highestBalanceAsRange,loan_interestRate,loan_term,loan_guarantor
698af65deece488095d7c10afc8a8339,SFO-153422,177432592,"Nelson, Kristine",03/04/2019 02:54:25 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2018,12/31/2018,63 Moss Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
c1ded62d5ad34d6cb45f6413fadd58f3,SFO-153422,177432592,"Nelson, Kristine",03/04/2019 02:54:25 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2018,12/31/2018,565-567 Natoma,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
37f9a68b99f646a389dde4d27f4e22dd,SFO-154888,178244722,"Green, Laurie",03/24/2019 08:00:37 PM,EOBCDH_Public Health Commission,Commissioner,Commissioner - Public Health Commission,04/04/2018,12/31/2018,2100 Webster Street,San Francisco,10000,"$10,001 - $100,000",,,1000,"$1,001 - $10,000",,Leasehold,20,,,,,,,,0,Unset,,,
68481004de804f1e834c388787da9a2d,SFO-154855,178631484,"Dufty, Bevan",03/29/2019 02:48:53 PM,EOBCDH_Redevelopment Successor Agency Oversight Board,Board Member,Board Member - Redevelopment Successor Agency Oversight Board President - Board of Directors,01/01/2018,12/31/2018,280 Waller Street,San Francisco,1000000,"Over $1,000,000",01/01/2018,11/25/2018,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
efff389270a34404982ab566c59cda63,SFO-152786,181323775,"Campana, Edward",07/01/2019 01:12:16 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,05/13/2019,4A Hoffman Ave,San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
ced53f265b2e4ee5828c5fa451b6a65d,SFO-152786,181323775,"Campana, Edward",07/01/2019 01:12:16 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,05/13/2019,171 Warm Springs Road,Kenwood ,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f657934d585e47fc9b7a90f5f84bff08,SFO-153831,178416862,"Abe, Calvin",03/27/2019 10:41:18 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Board Member,Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2018,11/13/2018,160 Connecticut Street,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
82496dbeb33441568d1e30a55510be62,SFO-153831,178416862,"Abe, Calvin",03/27/2019 10:41:18 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Board Member,Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2018,11/13/2018,2026-2028 Laguna Street,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
ce58279e7505439b92279dfb91ab5414,SFO-153831,178412984,"Abe, Calvin",03/27/2019 10:15:46 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Board Member,Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2018,12/31/2018,2026-2028 Laguna Street,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f606beeb7289445480c296d2d270c51d,SFO-153831,178412984,"Abe, Calvin",03/27/2019 10:15:46 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Board Member,Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2018,12/31/2018,160 Connecticut Street,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
6ff6a82a36c146f480c6c881d5760fd9,SFO-153675,187659015,"Salem, David",03/02/2020 11:18:56 AM,EOBCDH_Retiree Health Care Trust Fund Board,Member,"Member - Retiree Health Care Trust Fund Board Accountant III - General Services Agency, Administrative Services",01/01/2019,12/31/2019,"Block 1739, Lot 035
",San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,"PennyMac Loan Services, LLC",[REDACTED],Westlake Village,CA,91361,residential mortgage company,100000,"Over $100,000",3.75,30,
ab78e4800f2f4d828a39f2d066e918ae,SFO-153675,187659015,"Salem, David",03/02/2020 11:18:56 AM,EOBCDH_Retiree Health Care Trust Fund Board,Member,"Member - Retiree Health Care Trust Fund Board Accountant III - General Services Agency, Administrative Services",01/01/2019,12/31/2019,"Block: 7065
Lot: 057",San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,[REDACTED],,,,,0,Unset,,,
00291516bf484715a7824a779bcaf194,SFO-152901,186199482,"Hui, Tom",02/04/2020 02:32:53 PM,EOBCDH_Building Inspection Department of,Director,Director - Building Inspection Department of,01/01/2019,12/31/2019,3855 Carter Dr. #304,South San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
70763054adb74d84a721500fed2e5b9c,SFO-152901,186199482,"Hui, Tom",02/04/2020 02:32:53 PM,EOBCDH_Building Inspection Department of,Director,Director - Building Inspection Department of,01/01/2019,12/31/2019,"2838, 2840, 2842 Clement St/394, 396 30th Ave",San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
4b7ec3c03cab43bba0304e53a251c4d1,SFO-1682,177608587,"Cleaveland, William",03/07/2019 03:49:58 PM,EOBCDH_Fire Commission,Commissioner,Commissioner - Fire Commission,01/01/2018,12/31/2018,479 Gaven Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
dc54a5be616c448caa307eeb157de835,SFO-1248,177634398,"Hall, Lauren",03/08/2019 01:10:53 PM,EOBCDH_Fine Arts Museums,Trustee,Trustee - Fine Arts Museums,01/01/2018,12/31/2018,1708 Vallejo Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
a9c009f37e9145a48c0ee9603f69d532,SFO-1507,186825085,"Gruber, David",02/16/2020 02:15:47 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1231-33 4th Avenue,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,[REDACTED],,,,,0,Unset,,,
640bb97c13a5433bacec14790b08f026,SFO-1507,186825085,"Gruber, David",02/16/2020 02:15:47 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1695 North Point,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,[REDACTED],,,,,0,Unset,,,
3d00f56af03440bfb87da0815b75127f,SFO-155186,178236382,"Klein, Ashley",03/23/2019 03:14:47 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,,Commissioner - Residential Rent Stabilization and Arbitration Board,11/14/2017,11/13/2018,1544083,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
0f34256f95bc4f08a0d16a15cdeb2fd4,SFO-155186,178236382,"Klein, Ashley",03/23/2019 03:14:47 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,,Commissioner - Residential Rent Stabilization and Arbitration Board,11/14/2017,11/13/2018,18071021,San Francisco,100000,"$100,001 - $1,000,000",,,1000,"$1,001 - $10,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
29971eaedc6246fda8660bb378eb7b0e,SFO-153048,177614800,"Smith, Barbara",03/07/2019 05:57:29 PM,"EOBCDH_Housing Authority, EOBCDH_Workforce Investment Board","Acting Executive Director, Member",Acting Executive Director - Housing Authority,01/01/2018,12/31/2018,1473 A 6th Avenue,San Francisco,100000,"$100,001 - $1,000,000",,,1000,"$1,001 - $10,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
d5370d8faae24070b34705ebea4e636e,SFO-1085,181384710,"Fung, Frank",07/04/2019 04:21:54 PM,EOBCDH_Planning Commission,,Board Member - Board of Appeals Commissioner - Planning Commission,05/02/2018,05/01/2019,621 Greenwich Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
eb32ceca372f4e8bbb259cebb725667c,SFO-155227,187047607,"Bellar, Paul",02/20/2020 01:38:43 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,04/18/2019,12/31/2019,1350 San Bruno Ave,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
b75f4bb535984033b73cddf2069b5be3,SFO-155227,187047607,"Bellar, Paul",02/20/2020 01:38:43 PM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,04/18/2019,12/31/2019,1350 San Bruno Ave,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
459862f3a8834f0d835cb29ec06bcda9,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,50-52 Elgin Park,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
0e01997d78004a9098a8b83060621f00,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,2129-2131 Golden Gate Ave,San Francisco,1000000,"Over $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
e365107f942e4824ad38ad3e7fce2d4b,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,1058 Mississippi,San Francisco,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
2d4eed812c0344108730cc0ed6e2d3a1,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,2049 San Jose Ave,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
9f15a185f0d24a0086acd76fd44d8136,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,708-710 Buchanan Street,SAN FRANCISCO,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
442fd63184654941b572a6b9cf929cad,SFO-154909,187426546,"Ghassemzadeh, Bahman",02/25/2020 03:14:08 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,999 Texas Street,SAN FRANCISCO,100000,"$100,001 - $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
8fa7e22d061a4bd9a7b422d2629d0b0b,SFO-154004,181610479,"Bush, Larry",07/18/2019 02:29:30 PM,EOBCDH_Citizens General Obligation Bond Oversight Committee,Member,Member - Citizens General Obligation Bond Oversight Committee,01/01/2019,06/30/2019,245-247 Diamond Street,SAN FRANCISCO,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
57dce5214664420c8ac57ccf045f8b3b,SFO-153705,187787737,"Tang, Christina",03/03/2020 02:07:39 PM,EOBCDH_Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2019,12/31/2019,136-138 Hobart Ave,San Mateo,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,Chase,[REDACTED],San Mateo,CA,94402,,100000,"Over $100,000",3.75%,30,
d4d9897a68944e98bed46468c4588bc7,SFO-1789,185114846,"Riley, Irene",01/09/2020 03:15:19 PM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2019,01/06/2020,1227 38th Ave,San Francisco,1000000,"Over $1,000,000",,,250,$0 - $499,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
53014f61ed7547278c72a4a6c4bf4625,SFO-1640,178539319,"Hennessy, Vicki",03/28/2019 12:59:00 PM,EOBCDH_Sheriff's Department,Sheriff,Sheriff - Sheriff's Department,01/01/2018,12/31/2018,"Vol 13
Block 1810
Lot 037",San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
e50f071c59c6414cb7051c2b42f70755,SFO-154931,178429012,"Mawhorter, Bree",03/27/2019 11:34:56 AM,EOBCDH_Finance Corporation,Member,Member - Finance Corporation,01/01/2018,12/31/2018,1528 Sanchez,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
7a926f3df05d48639e210a73ddd90287,SFO-154597,164732342,"Leung, Vitus",04/21/2017 08:44:16 AM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2016,12/31/2016,2227 15th Avenue,San Francisco,1000000,"Over $1,000,000",04/01/2014,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f48c804c58364e05bb59df34e5ab9887,SFO-154811,187058087,"Hirsch, Robert",02/20/2020 02:58:13 PM,EOBCDH_Police Commission,Commissioner,Commissioner - Police Commission,01/01/2019,12/31/2019,800 Shrader street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
7998234b599a447ab363fec70b5d8485,SFO-154811,187058087,"Hirsch, Robert",02/20/2020 02:58:13 PM,EOBCDH_Police Commission,Commissioner,Commissioner - Police Commission,01/01/2019,12/31/2019,800 Shrader Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
072dac84f17c409caf9f46a81eb8bfd6,SFO-154811,187058087,"Hirsch, Robert",02/20/2020 02:58:13 PM,EOBCDH_Police Commission,Commissioner,Commissioner - Police Commission,01/01/2019,12/31/2019,800 Shrader Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
3bfb85d1d5c74084865a6be486de8aad,SFO-154092,178316536,"Moscone, Jonathan",03/25/2019 08:11:11 PM,EOBCDH_Film Commission,Commissioner,Commissioner - Film Commission,01/01/2018,12/31/2018,1002 Pondview Loop,"Wappingers Falls, New York",100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
25eeff7b56ce45369e9356e16aa7b8b9,SFO-154092,178316536,"Moscone, Jonathan",03/25/2019 08:11:11 PM,EOBCDH_Film Commission,Commissioner,Commissioner - Film Commission,01/01/2018,12/31/2018,128 Noe Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
6672f8258a4d4b45ab5d54ded91bf65d,SFO-153487,186160639,"Mazzola, Jr., Larry",02/04/2020 10:20:01 AM,EOBCDH_Recreation & Parks Commission,Commissioner,Commissioner - Recreation & Parks Commission,01/01/2019,12/31/2019,35 Beachmont Drive,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,Union Bank,[REDACTED],San Diego,CA,92186-5643,,100000,"Over $100,000",3.375,15,
ff692c82e5f646b3bffae23e409e4d3d,SFO-152778,164600009,"DeCaigny, Tom",04/05/2017 12:57:07 PM,EOBCDH_Arts Commission,Director of Cultural Affairs,Director of Cultural Affairs - Arts Commission,01/01/2016,12/31/2016,626 Paris Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
d501ab92f0f34b8b86cc273d11bcbf15,SFO-152778,164600009,"DeCaigny, Tom",04/05/2017 12:57:07 PM,EOBCDH_Arts Commission,Director of Cultural Affairs,Director of Cultural Affairs - Arts Commission,01/01/2016,12/31/2016,47 Hallam Street,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
b3f5d0abc5204428970fccad3841b60f,SFO-1909,177564722,"Su, Maria",03/06/2019 04:38:42 PM,"EOBCDH_Children Youth and Families Department of, EOBCDH_Children & Families First Commission","Executive Director, Member",Commissioner - Children & Families First Commission Executive Director - Children Youth and Families Department of,01/01/2018,12/31/2018,745 Victoria Street,San Francisco,1000000,"Over $1,000,000",02/14/2018,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
65ad141a9bd04cff930cdb933ab3a909,SFO-1508,178712170,"Mosbrucker, Cathy",04/01/2019 12:21:42 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Commissioner - Residential Rent Stabilization and Arbitration Board,01/01/2018,12/31/2018,1432 21st Ave.,San Francisco,2000,"$2,000 - $10,000",,,,Unset,,Other,,Month to month tenancy,,,,,,,0,Unset,,,
e28616d11d1144419c8b5fdad46ccf21,SFO-154291,164585653,"Carr, Christine",04/04/2017 03:04:40 PM,EOBCDH_Finance Corporation,Member,Commissioner - Finance Corporation,04/16/2016,12/31/2016,1861 Green Street,San Francisco,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
86912a7dca4c4bd482a9f8f00742fb9b,SFO-151523,164559755,"Perez, Alfonso",04/03/2017 05:37:05 PM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2016,12/31/2016,4130 Lake Tahoe Blvd,South Lake Tahoe,10000,"$10,001 - $100,000",,,250,$0 - $499,,Other,,Timeshare ownership,,,,,,,0,Unset,,,
75e31ecebfe943b491932f75af3ba7b9,SFO-151523,164559755,"Perez, Alfonso",04/03/2017 05:37:05 PM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2016,12/31/2016,131 Concord Street,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
2031eb4d2b864bcebecfc27b75ab31c9,SFO-1519,187372363,"Driscoll, Joseph",02/24/2020 05:30:58 PM,EOBCDH_Retirement Board,Member,Commissioner - Trustee - Retirement Board Member - Retirement Board,01/01/2019,12/31/2019,3333 Judah Street,"San Francisco, CA  94122",100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
09c295f2d8494e9f8277f11975320a0c,SFO-154744,178820254,"Chen, Meng-Hsiu",04/02/2019 11:32:14 AM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,11/16/2017,12/31/2018,804 Euclid Ave.,"San Francisco, CA",1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
d7e999b0b73e484f9398df4d15e0466d,SFO-1995,178829058,"Cisneros, Jose",04/02/2019 12:33:47 PM,EOBCDH_Treasurer/Tax Collector Office of the,Treasurer/Tax Collector,Board Member - California State Treasurer's Office Treasurer/Tax Collector - Treasurer/Tax Collector,01/01/2018,12/31/2018,BLOCK 3753 LOT 335,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f9ae56f7a4344943998a050825a376cd,SFO-1995,178829058,"Cisneros, Jose",04/02/2019 12:33:47 PM,EOBCDH_Treasurer/Tax Collector Office of the,Treasurer/Tax Collector,Board Member - California State Treasurer's Office Treasurer/Tax Collector - Treasurer/Tax Collector,01/01/2018,12/31/2018,VOL 03 BLOCK 0276 LOT 105,San Francisco,100000,"$100,001 - $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
bd9d332ab33a4fbf9b004bd814976bb8,SFO-155476,185889426,"Huie, Cynthia",01/28/2020 10:48:42 PM,EOBCDH_Small Business Commission,,Commissioner - Small Business Commission,01/14/2019,01/13/2020,213-219 CLEMENT STREET,SAN FRANCISCO,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED]|[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
2aff386ae3cf4607b7687ad7f828f4ab,SFO-1314,178356603,"Chow, Edward",03/26/2019 12:30:16 PM,EOBCDH_Public Health Commission,Commissioner,Commissioner - Public Health Commission,01/01/2018,12/31/2018,373 Marina Blvd,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",[REDACTED],Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
019d69ae04ef4a0a9f13449af3e645cf,SFO-154740,178447913,"Zareh, Elizabeth",03/27/2019 01:52:09 PM,EOBCDH_Assessment Appeals Board,Alternate Board Member,Member - Assessment Appeals Board Alternate Board Member - Assessment Appeals Board,01/01/2018,12/31/2018,1159-1161 Pacific Ave,SAN FRANCISCO,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
88d9f312463943769d4daaf399b3af6b,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1651 Larkin Street ,San Francisco ,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,Bank of Guam,[REDACTED],San Francisco,CA,94104,,100000,"Over $100,000",,10,
b72121c51e7b49a1864d0f7627282042,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,919-925 Post Street,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,Bank of Guam,[REDACTED],San Francisco,CA,94104,,100000,"Over $100,000",5.2,10,
3be4882e1cd14469bd65c7a557f413b3,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1200 17th Avenue,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,First Republic Bank,[REDACTED],San Francisco,CA,94103,,100000,"Over $100,000",5.2,15,
9bd65560dd9b4ded896d35cb33b46a85,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1833-1835 Egbert,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
3b0ee1f3059d4082ae495055321434ef,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,949 Post Street,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,Bank of Guam,[REDACTED],San Francisco,CA,94104,,100000,"Over $100,000",,10,
a07077ebaae944f891b1a8a1c20e26e0,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,2 Vista del Sol,Mill Valley,1000000,"Over $1,000,000",,,,Unset,,Ownership/Deed of Trust,,,Wells Fargo Bank,[REDACTED],San Francisco,CA,94104,,100000,"Over $100,000",4.2,25,
6e3e06ba3fd14d67a0b66b551177832c,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,1500 California Street,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,First Republic Bank,[REDACTED],San Francisco,CA,94111,,100000,"Over $100,000",,10,
53ae686c344f492d840c5e628ba76a85,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,2958-2960 Van Ness Avenue,San Francisco,1000000,"Over $1,000,000",,,10000,"$10,001 - $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
63383955e52f4620bfba1264ecbfe979,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,2882-2898 23rd Street,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,,,,,,,0,Unset,,,
f87bee5c2e514b7a92f18eae9d5ef2f2,SFO-153868,186383757,"Wasserman, David",02/07/2020 09:20:10 AM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Board Member - Residential Rent Stabilization and Arbitration Board Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,125 4th Avenue,San Francisco,1000000,"Over $1,000,000",,,100000,"Over $100,000",,Ownership/Deed of Trust,,,Bank of Guam,[REDACTED],San Francisco,CA,94104,,100000,"Over $100,000",4,30,
